VAF,freq,cumfreq,invVAF,prediction,residuals
0.121,7,550,8.264462809917356,610.8646814976333,-60.86468149763334
0.122,6,543,8.19672131147541,600.7663536591269,-57.766353659126935
0.123,3,537,8.130081300813009,590.8322262732797,-53.83222627327973
0.124,8,534,8.064516129032258,581.0583267484941,-47.058326748494096
0.125,5,526,8.0,571.4408096161053,-45.4408096161053
0.126,0,521,7.936507936507937,561.9759514858179,-40.97595148581786
0.127,7,521,7.874015748031496,552.6601462394719,-31.660146239471942
0.128,7,514,7.8125,543.4899004501001,-29.489900450100095
0.129,4,507,7.751937984496124,534.4618290140519,-27.461829014051887
0.13,10,503,7.692307692307692,525.5726509847121,-22.57265098471214
0.131,7,493,7.633587786259541,516.8191855970417,-23.819185597041724
0.132,5,486,7.575757575757575,508.19834847282084,-22.19834847282084
0.133,6,481,7.518796992481203,499.7071479970846,-18.707147997084576
0.134,4,475,7.462686567164178,491.34268185680685,-16.34268185680685
0.135,8,471,7.4074074074074066,483.1021337334222,-12.102133733422193
0.136,8,463,7.352941176470588,474.9827701412639,-11.982770141263927
0.137,5,455,7.2992700729927,466.98193740446544,-11.981937404465441
0.138,8,450,7.246376811594202,459.0970587653019,-9.097058765301881
0.139,5,442,7.194244604316546,451.3256316173493,-9.325631617349302
0.14,6,437,7.142857142857142,443.66522485722453,-6.66522485722453
0.141,1,431,7.092198581560284,436.1134763490166,-5.113476349016594
0.142,6,430,7.042253521126761,428.6680904958537,1.3319095041463243
0.143,10,424,6.993006993006993,421.3268359133644,2.673164086635609
0.144,0,414,6.944444444444445,414.0875432000763,-0.08754320007631122
0.145,7,414,6.8965517241379315,406.94810280007505,7.051897199924952
0.146,3,407,6.849315068493151,399.9064629534984,7.093537046501581
0.147,5,404,6.802721088435375,392.9606277306847,11.039372269315322
0.148,7,399,6.756756756756757,386.1086551460171,12.8913448539829
0.149,5,392,6.7114093959731544,379.3486553477209,12.651344652279079
0.15,7,387,6.666666666666667,372.6787888800687,14.32121111993132
0.151,4,380,6.622516556291391,366.097265014637,13.902734985362997
0.152,6,376,6.578947368421053,359.60234014743475,16.397659852565255
0.153,5,370,6.5359477124183005,353.1923162588886,16.80768374111142
0.154,9,365,6.4935064935064934,346.8655394338301,18.134460566169878
0.155,2,356,6.451612903225807,340.6203984387725,15.379601561227503
0.156,7,354,6.410256410256411,334.45532335390783,19.54467664609217
0.157,2,347,6.369426751592357,328.36878425738536,18.631215742614643
0.158,7,345,6.329113924050633,322.35928995955305,22.640710040446947
0.159,3,338,6.289308176100628,316.42538678496385,21.574613215036152
0.16,5,335,6.25,310.5656574000572,24.434342599942795
0.161,3,330,6.211180124223603,304.7787196845282,25.2212803154718
0.162,7,327,6.172839506172839,299.0632256444995,27.936774355500518
0.163,7,320,6.134969325153374,293.41786036569823,26.582139634301768
0.164,6,313,6.097560975609756,287.84134100493105,25.158658995068947
0.165,4,307,6.0606060606060606,282.3324158182338,24.667584181766188
0.166,8,303,6.024096385542168,276.8898632241473,26.11013677585271
0.167,11,295,5.988023952095808,271.5124909006487,23.487509099351314
0.168,1,284,5.952380952380952,266.19913491433465,17.80086508566535
0.169,7,283,5.9171597633136095,260.9486588805214,22.051341119478593
0.17,4,276,5.88235294117647,255.7599531529882,20.240046847011797
0.171,3,272,5.847953216374268,250.6319340421513,21.3680659578487
0.172,5,269,5.813953488372094,245.56354306051043,23.436456939489574
0.173,5,264,5.780346820809249,240.553746194264,23.446253805736006
0.174,6,259,5.74712643678161,235.60153320004346,23.398466799956537
0.175,5,253,5.714285714285714,230.70591692575678,22.29408307424322
0.176,6,248,5.6818181818181825,225.86593265458714,22.13406734541286
0.177,3,242,5.649717514124294,221.0806374712272,20.919362528772808
0.178,4,239,5.617977528089888,216.3491096494781,22.650890350521905
0.179,4,235,5.58659217877095,211.67044806037416,23.329551939625844
0.18,7,231,5.555555555555555,207.0437716000381,23.9562283999619
0.181,1,224,5.524861878453039,202.46821863650138,21.531781363498624
0.182,5,223,5.4945054945054945,197.94294647476173,25.057053525238274
0.183,7,218,5.46448087431694,193.46713083937985,24.53286916062015
0.184,2,211,5.434782608695652,189.03996537394787,21.960034626052135
0.185,5,209,5.405405405405405,184.66066115679072,24.339338843209276
0.186,8,204,5.376344086021505,180.3284462322912,23.671553767708787
0.187,7,196,5.347593582887701,176.04256515725166,19.95743484274834
0.188,3,189,5.319148936170213,171.80227856173374,17.197721438266257
0.189,5,186,5.291005291005291,167.6068627238404,18.393137276159592
0.19,6,181,5.2631578947368425,163.45560915792487,17.54439084207513
0.191,2,175,5.2356020942408374,159.3478242157361,15.652175784263903
0.192,1,173,5.208333333333333,155.28282870002855,17.717171299971454
0.193,3,172,5.181347150259067,151.25995749018324,20.74004250981676
0.194,4,169,5.154639175257731,147.27855917940846,21.72144082059154
0.195,1,165,5.128205128205128,143.33799572310323,21.662004276896766
0.196,3,164,5.1020408163265305,139.43764209798482,24.56235790201518
0.197,3,161,5.0761421319796955,135.57688597159856,25.423114028401443
0.198,3,158,5.05050505050505,131.75512738184239,26.244872618157615
0.199,8,155,5.025125628140703,127.97177842615413,27.02822157384587
0.2,8,147,5.0,124.22626296002285,22.77373703997715
0.201,0,139,4.975124378109452,120.51801630449971,18.48198369550029
0.202,0,139,4.9504950495049505,116.84648496239772,22.153515037602276
0.203,7,139,4.926108374384236,113.21112634287786,25.78887365712214
0.204,4,132,4.901960784313726,109.61140849413786,22.388591505862138
0.205,6,128,4.878048780487805,106.04680984392192,21.95319015607808
0.206,5,122,4.8543689320388355,102.51681894759174,19.483181052408256
0.207,9,117,4.830917874396135,99.02093424349648,17.979065756503516
0.208,2,108,4.8076923076923075,95.55866381540216,12.441336184597844
0.209,3,106,4.784688995215311,92.12952516173944,13.870474838260563
0.21,3,103,4.761904761904762,88.73304497144488,14.266955028555117
0.211,2,100,4.739336492890995,85.36875890617684,14.631241093823164
0.212,6,98,4.716981132075472,82.03621138869437,15.963788611305631
0.213,4,92,4.694835680751174,78.73495539719761,13.26504460280239
0.214,5,88,4.672897196261682,75.46455226543443,12.535447734565565
0.215,3,83,4.651162790697675,72.22457148838541,10.775428511614592
0.216,5,80,4.62962962962963,69.01459053334602,10.985409466653977
0.217,5,75,4.6082949308755765,65.83419465623336,9.165805343766635
0.218,2,70,4.587155963302752,62.682976722947295,7.317023277052705
0.219,0,68,4.566210045662101,59.5605370356274,8.439462964372602
0.22,5,68,4.545454545454546,56.466483163646785,11.533516836353215
0.221,1,63,4.524886877828054,53.400429779195306,9.599570220804694
0.222,3,62,4.504504504504505,50.361998497306566,11.638001502693434
0.223,5,59,4.484304932735426,47.350817720188,11.649182279812003
0.224,7,54,4.464285714285714,44.36652248572244,9.633477514277558
0.225,2,47,4.444444444444445,41.40875432000762,5.591245679992383
0.226,2,45,4.424778761061947,38.47716109381233,6.522838906187673
0.227,2,43,4.405286343612334,35.57139688282584,7.428603117174163
0.228,4,41,4.385964912280701,32.691121831584844,8.308878168415156
0.229,4,37,4.366812227074235,29.836002020966085,7.163997979033915
0.23,5,33,4.3478260869565215,27.005709339135333,5.994290660864667
0.231,0,28,4.329004329004329,24.199921355848566,3.8000786441514336
0.232,3,28,4.310344827586206,21.41832120000383,6.581678799996169
0.233,2,25,4.291845493562231,18.660597440346695,6.339402559653305
