VAF,freq,cumfreq,invVAF,prediction,residuals
0.121,8,738,8.264462809917356,926.9092826963642,-188.90928269636424
0.122,5,730,8.19672131147541,911.5863575105857,-181.58635751058569
0.123,9,725,8.130081300813009,896.5125855798611,-171.51258557986114
0.124,11,716,8.064516129032258,881.6819390028575,-165.68193900285746
0.125,11,705,8.0,867.0885827710861,-162.08858277108607
0.126,0,694,7.936507936507937,852.7268671144221,-158.72686711442213
0.127,12,694,7.874015748031496,838.5913202082569,-144.5913202082569
0.128,9,682,7.8125,824.6766412225003,-142.67664122250028
0.129,4,673,7.751937984496124,810.9776936938872,-137.9776936938872
0.13,9,669,7.692307692307692,797.489499204176,-128.489499204176
0.131,5,660,7.633587786259541,784.2072313478955,-124.20723134789546
0.132,5,655,7.575757575757575,771.1262099742859,-116.12620997428587
0.133,4,650,7.518796992481203,758.2418956890014,-108.24189568900135
0.134,7,646,7.462686567164178,745.5498846020043,-99.54988460200434
0.135,5,639,7.4074074074074066,733.0459033088889,-94.04590330888891
0.136,6,634,7.352941176470588,720.7258040936136,-86.72580409361365
0.137,5,628,7.2992700729927,708.5855603413348,-80.58556034133483
0.138,4,623,7.246376811594202,696.6212621506834,-73.62126215068338
0.139,5,619,7.194244604316546,684.829112135437,-65.82911213543696
0.14,4,614,7.142857142857142,673.2054214061226,-59.20542140612258
0.141,2,610,7.092198581560284,661.7466057226143,-51.74660572261428
0.142,6,608,7.042253521126761,650.4491818092961,-42.44918180929608
0.143,5,602,6.993006993006993,639.3097638248355,-37.3097638248355
0.144,0,597,6.944444444444445,628.3250599790479,-31.325059979047865
0.145,5,597,6.8965517241379315,617.491869289754,-20.49186928975405
0.146,2,592,6.849315068493151,606.8070784729163,-14.80707847291626
0.147,2,590,6.802721088435375,596.2676589597088,-6.267658959708797
0.148,4,588,6.756756756756757,585.8706640345176,2.129335965482369
0.149,6,584,6.7114093959731544,575.6132260881882,8.386773911811815
0.15,5,578,6.666666666666667,565.4925539811431,12.507446018856854
0.151,4,573,6.622516556291391,555.5059305112774,17.49406948872263
0.152,3,569,6.578947368421053,545.6507099818048,23.349290018195234
0.153,2,566,6.5359477124183005,535.924315864482,30.07568413551803
